,,,,,
1085,1,1,1,0,1
3438,0,0,0,1,0
3439,0,0,0,0,1
3440,0,0,0,0,1
3441,1,1,1,0,1
3442,1,1,1,0,1
3443,1,1,1,0,1
3444,0,0,0,1,0
3445,1,1,0,0,1
3446,1,1,1,1,0
3447,1,0,1,0,1
3448,1,1,1,0,1
3449,1,1,1,0,1
3450,0,0,0,1,0
3451,1,1,1,1,0
3452,1,1,1,0,1
3453,0,0,0,0,1
3454,1,1,1,0,1
3455,1,0,1,1,0
3456,0,0,0,0,0
3457,0,1,1,0,1
3458,1,0,1,1,0
3459,1,0,1,1,0
3460,1,0,1,1,0
3461,0,0,0,0,1
3462,0,0,0,1,0
3463,1,0,1,0,1
3464,0,0,0,1,0
3465,0,0,0,1,0
3466,1,0,1,1,0
3467,1,1,0,1,0
3468,1,1,1,1,0
3469,1,0,1,0,1
3470,0,0,0,1,0
3471,1,1,1,1,0
3472,0,0,0,1,0
3473,1,0,1,1,0
3474,1,1,1,1,0
3475,0,0,0,0,1
3476,0,1,0,0,1
3477,0,0,0,1,0
3478,1,0,1,0,1
3479,1,0,1,1,0
3480,1,1,1,0,1
3481,1,0,1,1,0
3482,0,0,0,0,1
3483,1,0,1,1,0
3484,1,1,1,0,1
3485,1,1,0,0,1
3486,1,1,0,0,1
3487,1,1,1,0,1
3488,1,1,1,0,1
3489,1,0,1,0,1
3490,0,0,0,1,0
3491,0,0,0,0,1
3492,1,1,1,0,1
3493,1,1,1,1,0
3494,1,1,1,0,1
3495,0,0,0,0,1
3496,1,1,0,0,1
3497,0,0,0,0,1
3498,0,0,0,1,0
3499,0,0,0,0,1
3500,1,0,1,1,0
3501,1,1,1,0,1
3502,0,0,1,1,0
3503,0,0,0,0,1
3504,1,1,1,0,1
3505,0,0,0,0,1
3506,1,1,1,1,0
3507,1,1,1,0,1
3508,0,0,0,0,1
3509,1,0,1,0,1
3510,1,1,1,0,1
3511,0,0,0,0,1
3512,1,1,1,0,1
3513,0,0,0,0,1
3514,0,0,0,0,0
3515,1,0,1,0,1
3516,1,0,0,0,1
3517,0,0,0,0,1
3518,1,1,1,1,0
3519,1,1,1,0,1
3520,1,1,0,0,1
3521,1,1,1,0,1
3522,0,0,0,1,0
3523,0,0,0,1,0
3524,1,1,1,1,0
3525,0,0,0,0,1
3526,1,1,0,0,1
3527,0,1,0,0,1
3528,1,1,1,0,1
3529,0,0,0,0,1
3530,1,1,1,0,1
3531,1,1,0,1,0
3532,0,0,0,1,0
3533,1,1,1,0,1
3534,1,1,1,1,0
3535,1,1,1,1,0
3536,1,1,1,0,1
3537,1,1,1,0,1
3538,1,0,0,1,0
3539,0,0,0,0,1
3540,0,0,0,0,1
3541,1,1,1,1,0
3542,1,1,0,0,1
3543,0,0,0,0,1
3544,1,1,1,0,1
3545,0,0,0,0,0
3546,0,0,0,0,1
3547,1,1,1,0,1
3548,1,1,1,0,1
3549,0,0,0,1,0
3550,0,1,0,0,1
3551,1,1,0,0,1
3552,1,1,1,0,1
3553,0,0,0,0,1
3554,0,0,0,0,1
3555,1,1,1,0,1
3556,1,1,1,0,1
3557,0,0,0,0,1
3558,1,1,0,0,1
3559,1,1,0,0,1
3560,0,0,1,1,0
3561,1,0,1,0,1
3562,1,0,0,1,0
3563,1,1,1,0,1
3564,0,0,0,1,0
3565,0,0,0,0,1
3566,1,1,1,0,1
3567,1,0,1,0,1
3568,0,0,0,1,0
3569,1,1,1,1,0
3570,0,0,0,1,0
3571,1,1,0,0,1
3572,0,0,0,0,1
3573,1,1,1,0,1
3574,1,1,0,1,0
3575,1,1,1,1,0
3576,1,1,1,1,0
3577,0,0,0,0,1
3578,1,1,1,1,0
3579,1,1,0,0,1
3580,0,0,0,1,0
3581,0,0,0,0,1
3582,0,0,0,0,1
3583,0,0,0,0,1
3584,0,0,0,0,1
3585,0,0,0,1,0
3586,1,1,0,0,1
3587,1,1,1,1,0
3588,1,0,1,0,1
3589,0,1,0,1,0
3590,1,0,1,0,1
3591,1,0,1,1,0
3592,0,1,1,1,0
3593,1,1,1,0,1
3594,0,0,0,0,1
3595,1,0,1,0,1
3596,0,0,0,0,1
3597,0,0,0,1,0
3598,1,0,0,0,1
3599,1,1,1,1,0
3600,1,0,1,0,0
3601,1,1,1,1,0
3602,1,1,1,1,0
3603,1,1,1,0,1
3604,1,1,1,1,0
3605,1,1,1,0,1
3606,1,0,0,1,0
3607,1,1,1,0,1
3608,0,1,1,0,1
3609,0,0,0,0,1
3610,1,1,1,0,1
3611,1,1,1,0,0
3612,0,0,0,1,0
3613,0,0,0,1,0
3614,0,0,0,1,0
3615,0,0,0,0,1
3616,0,0,0,1,0
3617,0,0,0,1,0
3618,0,1,0,0,1
3619,1,1,1,0,1
3620,1,1,1,0,1
3621,1,1,0,0,1
3622,0,0,0,0,1
3623,1,0,1,1,0
3624,0,0,0,1,0
3625,1,1,1,0,1
3626,0,0,0,0,1
3627,1,1,0,0,1
3628,0,0,0,1,0
3629,0,0,0,0,0
3630,0,0,0,0,0
3631,1,1,1,1,0
3632,1,0,1,0,1
3633,0,0,0,1,0
3634,1,1,1,0,1
3635,1,1,1,0,1
3636,0,0,0,1,0
3637,1,1,1,0,1
3638,0,0,1,0,1
3639,1,0,1,0,1
3640,0,0,0,0,1
3641,1,0,0,1,0
3642,1,1,1,0,1
3643,0,0,0,0,1
3644,1,0,1,0,1
3645,0,0,0,1,0
3646,1,0,1,1,0
3647,0,0,0,1,0
3648,0,0,0,0,1
3649,1,0,1,1,0
3650,1,0,0,1,0
3651,0,0,0,1,0
3652,1,1,1,0,1
3653,1,1,1,0,1
3654,1,0,1,1,0
3655,0,0,0,1,0
3656,1,1,0,0,1
3657,1,1,1,1,0
3658,1,1,1,0,1
3659,0,1,1,1,0
3660,1,1,1,1,0
3661,1,1,1,0,1
3662,0,0,0,1,0
3663,0,1,1,0,1
3664,1,1,1,0,1
3665,0,0,0,0,1
3666,1,1,0,1,0
3667,0,0,0,0,1
3668,1,1,1,1,0
3669,0,0,1,1,0
3670,0,0,0,1,0
3671,1,1,1,0,1
3672,1,1,0,0,1
3673,0,0,0,0,1
3674,0,1,0,0,0
3675,0,0,0,0,0
3676,1,1,1,0,1
3677,1,1,1,0,1
3678,1,0,1,0,1
3679,1,1,1,0,1
3680,1,1,0,0,0
3681,1,1,1,0,1
3682,0,0,0,1,0
3683,1,1,1,0,1
3684,0,0,0,0,1
3685,1,0,1,1,0
3686,0,0,0,1,0
3687,0,0,0,0,1
3688,1,1,1,0,1
3689,0,0,0,0,1
3690,0,0,0,0,1
3691,1,0,1,1,0
3692,0,0,0,1,0
3693,0,1,0,0,1
3694,0,0,0,1,0
3695,0,0,0,1,0
3696,1,1,1,1,0
3697,1,0,1,0,1
3698,0,0,0,0,1
3699,1,1,1,1,0
3700,1,0,0,1,0
3701,0,0,1,0,1
3702,1,1,0,0,1
3703,1,1,0,0,1
3704,0,0,0,0,1
3705,1,1,1,0,1
3706,0,0,0,1,0
3707,1,0,0,1,0
3708,0,0,0,0,0
3709,0,0,0,1,0
3710,0,1,0,1,0
3711,1,0,0,1,0
3712,1,1,1,0,1
3713,0,0,0,0,1
3714,0,0,0,1,0
3715,0,0,0,1,0
3716,0,0,0,1,0
3717,0,0,0,1,0
3718,1,1,0,0,1
3719,1,1,0,1,0
3720,0,0,0,0,1
3721,0,0,0,0,1
3722,1,0,1,0,1
3723,1,1,1,0,1
3724,1,1,1,1,0
3725,0,0,0,1,0
3726,0,0,0,1,0
3727,0,0,0,0,1
3728,1,1,0,1,0
3729,0,0,0,1,0
3730,1,1,1,1,0
3731,1,1,1,0,1
3732,0,0,0,0,1
3733,1,1,1,0,1
