,,,,,
58,1,1,1,0,1
107,1,1,0,0,1
171,1,1,1,0,1
860,1,1,1,0,1
990,0,0,0,0,1
1171,1,1,1,0,1
1405,1,1,1,1,0
1419,0,0,0,1,0
1450,1,1,1,0,1
1505,0,0,0,1,0
1534,0,0,0,0,1
1642,0,0,0,0,1
1656,1,0,1,0,1
1666,0,0,0,0,1
1726,1,1,1,0,1
1758,0,0,0,0,1
2661,1,0,1,0,1
2662,1,0,1,0,1
2663,1,0,0,0,1
2664,0,0,0,1,0
2665,0,0,0,1,0
2666,1,0,1,0,1
2667,0,0,0,1,0
2668,1,0,0,0,0
2669,1,0,1,0,1
2670,1,0,1,0,0
2671,0,0,0,1,0
2672,1,1,0,0,1
2673,1,1,1,1,0
2674,1,0,1,0,1
2675,1,1,1,0,1
2676,0,0,0,0,1
2677,1,0,1,0,1
2678,1,0,1,0,1
2679,1,0,1,1,0
2680,1,0,0,0,1
2681,1,0,1,0,1
2682,1,1,1,0,1
2683,1,0,1,0,1
2684,0,0,0,0,1
2685,0,0,0,0,1
2686,1,0,1,1,0
2687,1,0,0,0,0
2688,1,0,1,0,1
2689,1,1,1,0,1
2690,1,0,1,0,1
2691,1,0,1,0,1
2692,0,0,0,0,0
2693,1,0,1,0,1
2694,1,1,1,0,1
2695,1,0,1,1,0
2696,1,0,0,0,1
2697,1,1,1,0,1
2698,1,0,1,0,1
2699,1,0,1,0,1
2700,1,1,0,0,1
2701,0,0,0,0,1
2702,1,0,1,0,1
2703,1,0,1,0,1
2704,1,1,1,0,1
2705,1,0,1,0,1
2706,1,0,1,0,1
2707,1,1,1,0,1
2708,0,0,0,0,1
2709,1,0,1,0,1
2710,1,0,1,0,1
2711,1,0,1,0,1
2712,1,0,0,0,1
2713,0,0,0,1,0
2714,1,0,1,0,1
2715,0,0,0,1,0
2716,0,0,0,1,0
2717,0,0,0,1,0
2718,1,0,1,0,1
2719,1,0,1,1,0
2720,1,0,1,0,1
2721,0,0,0,1,0
2722,1,1,1,0,1
2723,1,0,1,0,1
2724,0,0,0,0,1
2725,0,0,0,0,1
2726,1,0,0,0,1
2727,0,0,0,1,0
2728,1,0,0,1,0
2729,1,0,1,0,1
2730,1,1,0,0,1
2731,1,0,1,0,1
2732,0,0,1,1,0
2733,1,0,1,1,0
2734,0,0,0,0,1
2735,0,0,0,1,0
2736,0,0,0,0,1
2737,1,1,1,0,1
2738,1,0,1,0,1
2739,1,0,0,1,0
2740,1,1,0,0,1
2741,0,0,0,0,1
2742,1,0,0,1,0
2743,1,0,1,0,1
2744,1,0,1,0,1
2745,0,0,0,0,1
2746,1,0,1,0,0
2747,1,0,1,1,0
2748,1,1,1,0,1
2749,1,0,0,0,0
2750,1,0,1,0,1
2751,1,0,0,0,1
2752,0,0,0,0,1
2753,1,1,1,0,1
2754,1,0,0,0,1
2755,1,0,1,0,1
2756,1,0,1,0,1
2757,1,0,1,0,1
2758,1,0,1,0,1
2759,1,0,1,0,1
2760,1,0,0,1,0
2761,0,0,0,0,1
2762,1,0,1,1,0
2763,1,0,1,0,1
2764,0,0,0,0,1
2765,1,0,1,0,1
2766,1,0,1,1,0
2767,1,0,1,0,1
2768,1,1,1,0,1
2769,1,0,0,0,1
2770,1,0,1,1,0
2771,0,0,0,0,1
2772,0,0,0,1,0
2773,1,0,1,0,1
2774,1,0,1,0,1
2775,0,0,0,1,0
2776,0,0,1,0,1
2777,1,0,1,1,0
2778,0,0,0,1,0
2779,1,0,1,0,1
2780,1,0,1,1,0
2781,1,0,0,1,0
2782,1,0,1,0,1
2783,0,0,0,1,0
2784,1,0,1,1,0
2785,0,0,0,1,0
2786,1,0,1,1,0
2787,1,0,1,1,0
2788,0,0,1,1,0
2789,1,0,1,0,1
2790,0,0,0,1,0
2791,1,0,1,1,0
2792,0,1,1,1,0
2793,1,0,1,0,1
2794,1,0,1,0,1
2795,0,0,0,1,0
2796,1,0,0,0,1
2797,0,0,0,0,1
2798,1,1,1,0,1
2799,1,1,1,1,0
2800,1,0,1,0,1
2801,1,0,1,0,1
2802,1,0,1,0,1
2803,1,0,1,1,0
2804,1,0,1,0,1
2805,0,0,0,0,1
2806,0,0,0,1,0
2807,1,0,1,0,1
2808,1,0,1,0,1
2809,1,0,1,0,1
2810,1,0,1,0,1
2811,1,0,1,1,0
2812,0,0,0,0,1
2813,1,1,1,0,1
2814,1,1,1,1,0
2815,1,0,1,0,1
2816,0,0,0,0,1
2817,1,1,0,1,0
2818,0,0,0,1,0
2819,1,0,1,0,1
2820,1,0,1,0,1
2821,1,0,1,0,1
2822,1,0,1,0,1
2823,0,0,0,0,1
2824,0,0,0,1,0
2825,1,1,1,0,1
2826,0,0,0,0,1
2827,1,0,1,1,0
2828,1,0,1,1,0
2829,1,0,1,0,1
2830,1,0,1,1,0
2831,1,0,1,1,0
2832,1,0,0,0,1
2833,1,0,1,0,1
2834,0,0,0,0,1
2835,0,0,0,1,0
2836,0,0,0,0,1
2837,1,0,0,0,1
2838,1,1,1,0,1
2839,1,0,1,0,1
2840,0,0,0,1,0
2841,1,0,1,0,1
2842,0,0,0,0,1
2843,0,0,0,0,1
2844,1,0,1,1,0
2845,1,1,1,0,1
2846,0,0,0,0,1
2847,1,0,1,1,0
2848,1,1,1,0,1
2849,1,0,1,0,1
2850,1,0,1,1,0
2851,0,0,0,1,0
2852,0,0,1,0,1
2853,1,0,0,0,1
2854,1,0,1,0,1
2855,0,0,0,1,0
2856,0,0,0,1,0
2857,0,0,0,0,1
2858,1,0,1,0,1
2859,1,0,1,0,1
2860,1,1,1,0,1
2861,0,0,1,1,0
2862,1,0,1,1,0
2863,1,0,1,1,0
2864,1,0,1,1,0
2865,0,0,0,0,0
2866,0,0,0,0,1
2867,0,0,0,0,1
2868,1,0,1,0,1
2869,1,0,0,0,1
2870,1,0,1,0,1
2871,1,0,1,0,1
2872,1,0,0,0,1
2873,1,0,1,0,1
2874,1,0,1,0,1
2875,0,0,0,1,0
2876,1,0,1,1,0
2877,1,0,1,1,0
2878,0,0,0,1,0
2879,1,0,1,0,1
2880,0,0,0,0,1
2881,1,0,1,1,0
2882,0,0,0,1,0
2883,0,0,0,0,1
2884,1,1,1,0,1
2885,0,0,0,0,1
2886,1,0,1,1,0
2887,1,0,1,0,1
2888,1,0,1,0,0
2889,1,0,1,1,0
2890,1,0,1,1,0
2891,1,1,1,0,1
2892,1,0,1,0,1
2893,1,1,0,0,1
2894,0,0,0,0,1
2895,1,0,1,0,1
2896,1,0,1,0,1
2897,0,0,0,1,0
2898,1,0,1,0,1
2899,0,0,0,0,1
2900,1,1,0,1,0
2901,1,0,0,1,0
2902,0,0,0,0,1
2903,1,0,1,0,1
2904,1,0,1,0,1
2905,1,0,0,0,1
2906,0,0,0,0,1
2907,1,0,1,0,1
2908,1,0,0,0,0
2909,0,0,0,1,0
2910,0,0,0,1,0
2911,1,0,0,1,0
2912,1,0,1,1,0
2913,0,0,0,1,0
2914,1,0,1,0,1
2915,1,0,1,0,1
2916,0,0,0,1,0
2917,0,0,0,0,1
2918,1,0,1,0,1
2919,0,0,0,1,0
2920,1,1,1,1,0
2921,1,0,1,0,1
2922,1,0,1,0,1
2923,0,0,0,1,0
2924,1,0,1,0,1
2925,1,0,1,1,0
2926,1,0,1,0,1
2927,1,0,1,0,1
2928,1,0,1,1,0
2929,1,0,1,0,1
2930,1,0,1,1,0
2931,0,0,0,1,0
2932,1,0,1,1,0
2933,1,0,1,0,1
2934,1,0,1,0,1
2935,0,0,0,0,1
2936,1,1,1,0,1
2937,0,0,0,0,1
2938,0,0,0,0,1
2939,0,0,0,0,1
2940,0,0,0,1,0
2941,0,0,0,0,1
2942,1,0,1,0,1
2943,1,0,1,0,1
2944,1,0,1,0,1
2945,0,0,0,0,1
2946,0,0,0,1,0
2947,1,0,0,1,0
2948,1,0,1,1,0
2949,1,0,1,0,1
2950,0,0,0,1,0
2951,1,0,1,1,0
2952,1,0,1,0,1
2953,1,0,1,0,0
2954,1,0,1,0,1
2955,1,1,1,0,1
2956,0,0,0,0,1
2957,1,1,1,0,1
2958,0,0,0,1,0
2959,1,0,1,1,0
2960,1,0,1,1,0
2961,1,1,1,1,0
2962,1,1,1,1,0
2963,0,0,0,0,1
2964,0,0,0,0,1
2965,0,0,0,1,0
2966,0,0,0,0,1
2967,1,0,1,0,1
2968,0,0,0,0,1
2969,1,0,1,0,1
2970,1,0,1,0,1
