,,,,,
3981,1,1,1,1,0
3982,1,1,1,0,1
3983,0,0,0,0,1
3984,0,0,0,0,1
3985,1,1,0,0,1
3986,1,1,1,0,1
3987,0,0,1,1,0
3988,0,0,0,0,1
3989,1,1,1,0,1
3990,1,0,1,1,0
3991,0,1,0,0,1
3992,1,1,1,1,0
3993,1,0,1,0,1
3994,0,0,0,1,0
3995,0,0,0,0,1
3996,0,0,0,0,1
3997,0,0,0,0,1
3998,0,0,0,0,1
3999,1,1,1,0,1
4000,1,1,1,0,1
4001,1,0,1,0,0
4002,1,1,1,0,1
4003,0,1,0,0,1
4004,1,1,1,0,1
4005,1,1,0,0,1
4006,1,0,1,0,1
4007,0,0,0,0,1
4008,0,0,0,0,1
4009,0,0,0,0,1
4010,1,1,1,0,1
4011,0,0,0,0,1
4012,0,0,0,1,0
4013,0,0,1,1,0
4014,1,1,0,0,1
4015,1,0,1,0,1
4016,0,0,1,0,1
4017,0,0,0,0,1
4018,1,0,1,1,0
4019,1,1,1,0,1
4020,1,1,1,0,0
4021,1,1,1,0,1
4022,0,0,1,1,0
4023,1,1,0,0,1
4024,1,1,1,1,0
4025,0,0,0,1,0
4026,0,0,0,0,1
4027,0,0,0,0,1
4028,1,1,1,0,1
4029,0,0,0,1,0
4030,1,1,1,0,1
4031,0,1,0,0,1
4032,0,0,0,0,1
4033,0,0,0,1,0
4034,1,1,1,0,1
4035,1,0,1,1,0
4036,1,1,1,1,0
4037,1,1,1,0,1
4038,1,1,1,0,1
594,1,1,0,0,1
