1465,3,1
1577,3,1
1718,3,1
1913,2,1
1914,2,1
1915,0,1
1916,0,0
1917,3,1
1918,2,0
1919,0,0
1920,0,0
1921,2,0
1922,2,1
1923,3,1
1924,2,1
1925,2,0
1926,2,0
1927,0,0
1928,2,0
1929,3,0
1930,0,0
1931,2,1
1932,3,1
1933,2,1
1934,2,1
1935,2,0
1936,2,1
1937,2,1
1938,3,0
1939,3,1
1940,2,0
1941,2,1
1942,2,0
1943,3,1
1944,3,0
1945,2,0
1946,2,1
1947,3,1
1948,2,1
1949,2,0
1950,0,1
1951,2,0
1952,0,1
1953,2,1
1954,3,0
1955,2,1
1956,3,1
1957,2,1
1958,2,0
1959,3,1
1960,2,0
1961,0,0
1962,3,1
1963,1,0
1964,2,1
1965,0,0
1966,2,1
1967,3,1
1968,2,0
1969,2,0
1970,3,0
1971,3,0
1972,0,1
1973,2,1
1974,3,0
1975,2,1
1976,2,0
1977,2,1
1978,2,1
1979,2,1
1980,0,1
1981,2,0
1982,0,0
1983,3,1
1984,2,1
1985,3,0
1986,3,1
1987,2,0
1988,2,0
1989,2,1
1990,1,0
1991,2,1
1992,2,1
1993,2,0
1994,3,1
1995,2,1
1996,3,0
1997,2,0
1998,2,1
1999,2,1
2000,2,1
2001,0,1
2002,0,1
2003,3,0
2004,0,0
2005,0,0
2006,2,1
2007,0,1
2008,1,0
2009,2,0
2010,3,0
2011,2,0
2012,2,1
2013,2,0
2014,2,0
2015,0,0
2016,0,1
2017,3,0
2018,0,1
2019,2,0
2020,2,0
2021,2,0
2022,0,0
2023,0,1
2024,2,0
2025,2,1
2026,3,1
2027,2,1
2028,1,1
2029,3,1
2030,3,0
2031,3,1
2032,0,1
2033,0,0
2034,0,0
2035,2,0
2036,2,1
2037,3,1
2038,2,1
2039,3,0
2040,3,1
2041,3,1
2042,3,1
2043,2,0
2044,2,0
2045,2,1
2046,2,0
2047,3,1
2048,3,0
2049,2,1
2050,2,1
2051,0,0
2052,3,1
2053,2,1
2054,3,1
2055,2,1
2056,2,0
2057,2,1
2058,2,1
2059,2,1
2060,2,1
2061,2,1
2062,3,1
2063,2,0
2064,2,1
2065,2,0
2066,0,1
2067,3,0
2068,2,0
2069,2,1
2070,2,1
2071,2,1
2072,3,1
2073,3,0
2074,3,0
2075,3,0
2076,3,1
2077,2,1
2078,2,1
2079,0,0
2080,0,1
2081,3,0
2082,3,0
2083,3,1
2084,2,1
2085,0,0
2086,3,0
2087,0,0
2088,2,0
2089,2,0
2090,2,1
2091,2,0
2092,2,0
2093,3,1
2094,2,0
2095,2,0
2096,3,1
2097,0,0
2098,2,0
2099,0,1
2100,2,0
2101,2,1
2102,3,1
2103,2,0
2104,1,1
2105,0,1
2106,1,1
2107,2,0
2108,2,1
2109,2,1
2110,0,0
2111,3,0
2112,3,1
2113,2,0
2114,2,1
2115,2,1
2116,2,1
2117,3,0
2118,3,1
2119,2,0
2120,0,0
2121,3,0
2122,2,1
2123,2,1
2124,2,0
2125,3,1
2126,2,0
2127,2,0
2128,3,1
2129,2,0
2130,0,0
2131,2,1
2132,0,1
2133,2,0
2134,0,0
2135,3,1
2136,2,1
2137,2,0
2138,3,1
2139,3,0
2140,2,0
2141,3,0
2142,3,0
2143,3,1
2144,0,0
2145,2,0
2146,2,1
2147,3,1
2148,2,1
2149,3,0
2150,2,1
2151,3,1
2152,0,1
2153,2,0
2154,3,0
2155,0,0
2156,0,0
2157,2,0
2158,2,0
2159,3,1
2160,0,0
2161,2,1
2162,2,1
2163,2,1
2164,2,1
2165,3,0
2166,0,1
2167,0,0
2168,0,1
2169,3,1
2170,2,1
2171,2,1
2172,2,0
2173,0,1
2174,3,1
2175,3,0
2176,3,0
2177,0,1
2178,3,1
2179,3,0
2180,1,0
2181,2,0
2182,3,0
2183,3,1
2184,2,0
2185,3,0
2186,2,0
2187,3,1
2188,2,1
2189,2,0
2190,2,0
2191,3,1
2192,0,0
2193,0,0
2194,3,1
2195,1,0
2196,2,1
2197,1,1
2198,0,0
2199,3,0
2200,3,1
2201,2,1
2202,1,0
2203,3,1
2204,3,1
2205,0,0
2206,2,1
2207,2,0
2208,2,0
2209,3,0
2210,2,1
2211,2,1
2212,2,1
2213,2,1
2214,2,0
2215,3,1
2216,3,1
2217,3,1
2218,3,1
2219,3,0
2220,2,0
2221,3,1
2222,3,1
2223,0,1
2224,3,1
2225,2,1
2226,3,1
2227,0,0
2228,2,0
2229,2,1
