58,3,1
107,3,1
171,3,1
860,3,1
990,0,1
1171,3,1
1405,3,0
1419,0,0
1450,3,1
1505,0,0
1534,0,1
1642,0,1
1656,2,1
1666,0,1
1726,3,1
1758,0,1
2661,2,1
2662,2,1
2663,1,1
2664,0,0
2665,0,0
2666,2,1
2667,0,0
2668,1,0
2669,2,1
2670,2,0
2671,0,0
2672,3,1
2673,3,0
2674,2,1
2675,3,1
2676,0,1
2677,2,1
2678,2,1
2679,2,0
2680,1,1
2681,2,1
2682,3,1
2683,2,1
2684,0,1
2685,0,1
2686,2,0
2687,1,0
2688,2,1
2689,3,1
2690,2,1
2691,2,1
2692,0,0
2693,2,1
2694,3,1
2695,2,0
2696,1,1
2697,3,1
2698,2,1
2699,2,1
2700,3,1
2701,0,1
2702,2,1
2703,2,1
2704,3,1
2705,2,1
2706,2,1
2707,3,1
2708,0,1
2709,2,1
2710,2,1
2711,2,1
2712,1,1
2713,0,0
2714,2,1
2715,0,0
2716,0,0
2717,0,0
2718,2,1
2719,2,0
2720,2,1
2721,0,0
2722,3,1
2723,2,1
2724,0,1
2725,0,1
2726,1,1
2727,0,0
2728,1,0
2729,2,1
2730,3,1
2731,2,1
2732,2,0
2733,2,0
2734,0,1
2735,0,0
2736,0,1
2737,3,1
2738,2,1
2739,1,0
2740,3,1
2741,0,1
2742,1,0
2743,2,1
2744,2,1
2745,0,1
2746,2,0
2747,2,0
2748,3,1
2749,1,0
2750,2,1
2751,1,1
2752,0,1
2753,3,1
2754,1,1
2755,2,1
2756,2,1
2757,2,1
2758,2,1
2759,2,1
2760,1,0
2761,0,1
2762,2,0
2763,2,1
2764,0,1
2765,2,1
2766,2,0
2767,2,1
2768,3,1
2769,1,1
2770,2,0
2771,0,1
2772,0,0
2773,2,1
2774,2,1
2775,0,0
2776,2,1
2777,2,0
2778,0,0
2779,2,1
2780,2,0
2781,1,0
2782,2,1
2783,0,0
2784,2,0
2785,0,0
2786,2,0
2787,2,0
2788,2,0
2789,2,1
